Fwd Header Length.1,Fwd Packet Length Max,Bwd Header Length,Fwd Header Length,Total Fwd Packets,Fwd IAT Max,Bwd Packets/s,Init_Win_bytes_backward,Total Length of Bwd Packets,Init_Win_bytes_forward,Max Packet Length,Bwd Packet Length Max,Packet Length Mean,Average Packet Size,Packet Length Std,Subflow Bwd Bytes,Packet Length Variance,Bwd Packet Length Mean,Avg Bwd Segment Size,Bwd Packet Length Std,Predicted
72,20,132,72,3,597,28.96353973,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
172,20,92,172,8,64000000,0.05606531,229,11601,256,8760,8760,897.1538462,971.9166667,2488.507044,11601,6192667.308,2900.25,2900.25,4128.319301,DoS
172,20,92,172,8,64000000,0.056138487,229,11601,256,8760,8760,897.1538462,971.9166667,2488.507044,11601,6192667.308,2900.25,2900.25,4128.319301,DoS
172,20,132,172,8,65100000,0.084034242,229,11601,256,4380,4380,777.5333333,833.0714286,1434.571657,11601,2057995.838,1933.5,1933.5,1757.789948,DoS
72,20,112,72,3,2586,38.43168,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
172,20,112,172,8,65900000,0.070103299,229,11607,256,10135,10135,833.5,897.6153846,2705.044255,11607,7317264.423,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,11506,357.7817531,229,11601,8192,5840,5840,1291.888889,1453.375,2110.95076,11601,4456113.111,2320.2,2320.2,2436.833027,DoS
72,20,152,72,3,2809,8.338505192,229,11607,8192,4380,4380,1057.545455,1163.3,1720.253084,11607,2959270.673,1658.142857,1658.142857,1942.877285,DoS
72,20,92,72,3,1977,4.769661139,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
172,20,132,172,8,66600000,0.083486169,229,11607,256,5840,5840,777.9333333,833.5,1804.898987,11607,3257660.352,1934.5,1934.5,2538.919278,DoS
72,20,112,72,3,474,5.744670095,229,11607,8192,7300,7300,1292.555556,1454.125,2662.264877,11607,7087654.278,2321.4,2321.4,3346.363967,DoS
72,20,152,72,3,572,54.80138413,229,11607,8192,5840,5840,1057.545455,1163.3,1853.437529,11607,3435230.673,1658.142857,1658.142857,2137.29708,DoS
72,20,132,72,3,675,6.539637835,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
72,20,132,72,3,13881,202.3335806,229,11601,8192,4380,4380,1162.7,1291.888889,1645.241762,11601,2706820.456,1933.5,1933.5,1757.789948,DoS
72,20,92,72,3,13296,139.5137944,229,11601,8192,8760,8760,1453.375,1661.0,3113.952607,11601,9696700.839,2900.25,2900.25,4128.319301,DoS
72,20,132,72,3,2642,6.996864239,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
192,20,92,192,9,68600000,0.055591577,229,11601,256,8760,8760,833.5,897.6153846,2402.71381,11601,5773033.654,2900.25,2900.25,4128.319301,DoS
192,20,132,192,9,68600000,0.083337254,229,11607,256,5840,5840,729.6875,778.3333333,1754.344767,11607,3077725.563,1934.5,1934.5,2538.919278,DoS
172,20,132,172,8,68600000,0.083138146,229,11607,256,5840,5840,777.9333333,833.5,1804.898987,11607,3257660.352,1934.5,1934.5,2538.919278,DoS
72,20,112,72,3,511,5.445798512,229,11607,8192,7215,7215,1292.555556,1454.125,2650.585648,11607,7025604.278,2321.4,2321.4,3327.769794,DoS
72,20,132,72,3,478,10.62582572,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
172,20,132,172,8,70300000,0.083979986,229,11607,256,5840,5840,777.9333333,833.5,1804.898987,11607,3257660.352,1934.5,1934.5,2538.919278,DoS
72,20,112,72,3,525,5.392963692,229,11607,8192,7215,7215,1292.555556,1454.125,2650.585648,11607,7025604.278,2321.4,2321.4,3327.769794,DoS
72,20,132,72,3,592,11.10463341,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
172,20,132,172,8,60600000,0.082982506,229,11607,256,5840,5840,777.9333333,833.5,1804.898987,11607,3257660.352,1934.5,1934.5,2538.919278,DoS
172,20,112,172,8,60600000,0.069159632,229,11607,256,10135,10135,833.5,897.6153846,2705.044255,11607,7317264.423,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,446,5.755620939,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,92,72,3,23783,163.0523398,229,11601,8192,7300,7300,1453.375,1661.0,2798.956588,11601,7834157.982,2900.25,2900.25,3563.297197,DoS
172,20,132,172,8,61500000,0.082809489,229,11607,256,4380,4380,777.9333333,833.5,1627.46176,11607,2648631.781,1934.5,1934.5,2177.344966,DoS
172,20,132,172,8,61700000,0.081952931,229,11601,256,4380,4380,777.5333333,833.0714286,1434.571657,11601,2057995.838,1933.5,1933.5,1757.789948,DoS
72,20,112,72,3,13479,50.52801779,229,11601,8192,4380,4380,1291.888889,1453.375,1980.710254,11601,3923213.111,2320.2,2320.2,2207.341206,DoS
72,20,112,72,3,1288,5.137558119,229,11607,8192,5840,5840,1292.555556,1454.125,2554.159212,11607,6523729.278,2321.4,2321.4,3173.373883,DoS
72,20,132,72,3,509,136.8145023,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
72,20,132,72,3,396,7.015148043,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
72,20,92,72,3,584,4.67320838,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
72,20,132,72,3,496,6.692148882,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
52,20,92,52,2,10778,10.74797871,229,11601,8192,7300,7300,1660.142857,1936.833333,2956.488369,11601,8740823.476,2900.25,2900.25,3563.297197,DoS
172,20,112,172,8,65200000,0.068148476,229,11607,256,7215,7215,833.5,897.6153846,2175.302587,11607,4731941.346,2321.4,2321.4,3327.769794,DoS
72,20,112,72,3,707,4.11798861,229,11607,8192,7215,7215,1292.555556,1454.125,2650.585648,11607,7025604.278,2321.4,2321.4,3327.769794,DoS
72,20,112,72,3,538,4.16096268,229,11607,8192,8760,8760,1292.555556,1454.125,2952.520834,11607,8717379.278,2321.4,2321.4,3802.315321,DoS
72,20,132,72,3,396,6.135791195,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
72,20,132,72,3,474,4.147719653,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
172,20,112,172,8,66600000,0.068678758,229,11607,256,5840,5840,833.5,897.6153846,2103.115592,11607,4423095.192,2321.4,2321.4,3173.373883,DoS
72,20,112,72,3,495,5.505625648,229,11607,8192,7215,7215,1292.555556,1454.125,2650.585648,11607,7025604.278,2321.4,2321.4,3327.769794,DoS
72,20,92,72,3,9044,4.198531773,229,11601,8192,7215,7215,1453.375,1661.0,2786.259804,11601,7763243.696,2900.25,2900.25,3540.00286,DoS
72,20,112,72,3,556,7.178750897,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,92,72,3,576,6.004509387,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
80,6,0,80,4,6953635,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,705,3.285868956,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
72,20,112,72,3,4335,7.030776521,229,11601,8192,7300,7300,1291.888889,1453.375,2460.652985,11601,6054813.111,2320.2,2320.2,3022.508098,DoS
80,6,0,80,4,5308819,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,1882,7.056087428,229,11607,8192,10220,10220,1292.555556,1454.125,3378.299021,11607,11400000.0,2321.4,2321.4,4455.182578,DoS
80,6,0,80,4,4903887,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,4903933,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,14353,13.15246069,229,11601,8192,7300,7300,1291.888889,1453.375,2460.652985,11601,6054813.111,2320.2,2320.2,3022.508098,DoS
80,6,0,80,4,3900243,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,3330936,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,700,7.031903747,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
80,6,0,80,4,2905945,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,2905949,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,21050,14.43851503,229,11601,8192,8760,8760,1291.888889,1453.375,2866.607422,11601,8217438.111,2320.2,2320.2,3668.897,DoS
100,6,0,100,5,2036260,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1946893,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1944466,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1329146,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1251986,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,18440,160.3249252,229,11601,8192,5840,5840,1162.7,1291.888889,1918.795458,11601,3681776.011,1933.5,1933.5,2201.078258,DoS
72,20,92,72,3,711,3.279637469,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
72,20,132,72,3,1315,6.731287022,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
72,20,112,72,3,36105,7.615264646,229,11601,8192,7215,7215,1291.888889,1453.375,2441.667076,11601,5961738.111,2320.2,2320.2,2991.555649,DoS
100,6,0,100,5,12200000,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,8205,5.858943017,229,11601,8192,7215,7215,1453.375,1661.0,2786.259804,11601,7763243.696,2900.25,2900.25,3540.00286,DoS
72,20,112,72,3,1098,7.386888273,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,741,7.392742397,229,11607,8192,7215,7215,1292.555556,1454.125,2650.585648,11607,7025604.278,2321.4,2321.4,3327.769794,DoS
72,20,132,72,3,677,8.884308534,229,11607,8192,5840,5840,1163.3,1292.555556,2031.339572,11607,4126340.456,1934.5,1934.5,2375.523332,DoS
72,20,132,72,3,1696,148.8353633,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
72,20,112,72,3,708,127.1714526,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,92,72,3,624,103.4473841,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
80,6,0,80,4,12100000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,30041,189.9034657,229,11601,8192,4380,4380,1162.7,1291.888889,1791.113375,11601,3208087.122,1933.5,1933.5,1998.0254,DoS
100,6,0,100,5,10900000,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
120,6,0,120,6,10200000,0.0,-1,0,256,6,0,6.0,7.0,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,10200000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,42048,93.01892935,229,11601,8192,8760,8760,1453.375,1661.0,3113.952607,11601,9696700.839,2900.25,2900.25,4128.319301,DoS
72,20,92,72,3,19662,3.305662186,229,11601,8192,8675,8675,1453.375,1661.0,3091.095642,11601,9554872.268,2900.25,2900.25,4088.041942,DoS
72,20,112,72,3,18613,4.134903715,229,11601,8192,8760,8760,1291.888889,1453.375,2866.607422,11601,8217438.111,2320.2,2320.2,3668.897,DoS
100,6,0,100,5,8152782,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,2719,7.093295275,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,690,3.187809815,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,17965,6.924009001,229,11601,8192,8760,8760,1291.888889,1453.375,2866.607422,11601,8217438.111,2320.2,2320.2,3668.897,DoS
100,6,0,100,5,6149837,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,6152858,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
44,6,24,44,2,648,1543.209877,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,740,1351.351351,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,599,1669.449082,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,9009.009009,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,752,1329.787234,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,13513.51351,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10416.66667,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10869.56522,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
104,0,40,104,3,733,1033.057851,28960,0,29200,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
104,0,40,104,3,622,1490.312966,28960,0,29200,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
104,0,40,104,3,778,1210.653753,28960,0,29200,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
104,0,40,104,3,777,1212.121212,28960,0,29200,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
40,0,20,40,1,0,6097.560976,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
104,0,40,104,3,688,1358.695652,28960,0,29200,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
40,0,20,40,1,0,22727.27273,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
160,0,0,160,5,28929,0.0,-1,0,251,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
24,2,20,24,1,0,11764.70588,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
160,0,0,160,5,1781,0.0,-1,0,251,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
136,0,72,136,4,21948,88.33532088,227,20,29200,20,20,2.857142857,3.333333333,7.55928946,20,57.14285714,10.0,10.0,14.14213562,PortScan
160,0,0,160,5,19796,0.0,-1,0,251,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
160,0,0,160,5,1902,0.0,-1,0,251,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,PortScan
44,6,24,44,2,545,1834.862385,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,23255.81395,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,22727.27273,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,18867.92453,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,25000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,21276.59574,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,45454.54545,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11363.63636,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,62500.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,52631.57895,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,24390.2439,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,22222.22222,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,16949.15254,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,20408.16327,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,14084.50704,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,35714.28571,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,20000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12345.67901,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,55555.55556,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,23809.52381,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,18181.81818,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10309.27835,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,83333.33333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,14925.37313,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,19607.84314,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,17857.14286,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,28571.42857,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,16393.44262,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,25641.02564,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,15873.01587,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9523.809524,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,13333.33333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,76923.07692,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,27027.02703,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,15384.61538,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10204.08163,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,13888.88889,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,37037.03704,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12820.51282,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,71428.57143,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,43478.26087,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,34482.75862,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,19230.76923,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,29411.76471,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,26315.78947,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,15151.51515,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,27777.77778,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,16666.66667,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,17241.37931,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,16129.03226,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,33333.33333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12658.22785,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,18518.51852,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,17543.85965,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,531,1883.239171,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,66666.66667,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,20833.33333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,14285.71429,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10638.29787,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,14705.88235,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,21739.13043,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,14492.75362,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,13157.89474,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11111.11111,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,41666.66667,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,8130.081301,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9433.962264,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,1000000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12195.12195,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11627.90698,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,500000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11904.7619,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,31250.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12048.19277,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,47619.04762,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,58823.52941,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11494.25287,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,438,2283.105023,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
